ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Ancillary Feature Use Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Date Evaluated,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Heritage Resource Use Type,Integrity Type,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Period of Significance From Date,Period of Significance To Date,Place Address,Place Description,Reasons,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Status,Style,Style Cultural Period,Style From Date,Style To Date,Style Use Type,Threat Type,Type of Designation or Protection
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,Primary,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-11,"The property meets the criteria for HCM designation because it is identified with 'historic personages,+Ã³GÃ©Â¼-Â¥ for its association with A&P grocery chain heir Huntington Hartford II. It is the only remnant of an artist colony consisting of several cottages and studios built for the Huntington Hartford Foundation (1948-1965).",Primary,1992-07-14,,,,,Processing ID,,HCM-563,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,Headley/Handley House,Primary,1945-01-01,,3003 N RUNYAN CANYON ROAD,,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an example of Mid-Century Modern architecture. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Lloyd Wright.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.3509576833638 34.11443627164568, -118.3508029645954 34.113907890547, -118.3508015575553 34.11390325070709, -118.3508000514044 34.11389861115482, -118.3507984462578 34.11389399936883, -118.3507967422309 34.11388944282746, -118.3507949390933 34.11388488657375, -118.3507930368447 34.11388033060773, -118.350791068753 34.11387582979048, -118.350788968744 34.1138713843138, -118.3507868026613 34.11386693902883, -118.350784537583 34.11386252151006, -118.3507821736246 34.11385815923591, -118.3507797105554 34.1138537972494, -118.3507771817584 34.11384951789017, -118.3507745208136 34.11384523891444, -118.3507717940257 34.11384101508742, -118.3507690012794 34.11383681893061, -118.350766109653 34.11383267801849, -118.3507631190311 34.11382856487241, -118.3507600295291 34.11382450697095, -118.3507568741841 34.11382050421815, -118.3507536528807 34.11381652913563, -118.3507503326972 34.11381260929763, -118.3507469136336 34.11380874470423, -118.3507434287268 34.11380493525949, -118.3507398778618 34.11380115348496, -118.3507362281167 34.11379742695496, -118.3507325126438 34.1137937830521, -118.3507286981755 34.11379016691532, -118.3507248509012 34.11378660583128, -118.3507209048621 34.11378312747023, -118.3507168598277 34.11377967687525, -118.3507127821024 34.1137763088115, -118.3507086053819 34.11377296851373, -118.3507043959705 34.11376971074723, -118.350700087679 34.11376650822521, -118.3506957136598 34.11376338833028, -118.3506934273089 34.11376177371333, -118.3505682485293 34.11367505645308, -118.3505638414828 34.11367193664919, -118.3505595003953 34.11366878917502, -118.3505552580733 34.11366555897766, -118.3505510484428 34.11366224624881, -118.3505469378083 34.11365890575378, -118.3505428599805 34.11365551020582, -118.3505388809183 34.11365203193471, -118.3505349676998 34.11364849851477, -118.3505311534771 34.11364493732881, -118.3505273719461 34.11364129361132, -118.3505236892957 34.11363759464927, -118.3505201056412 34.11363386792109, -118.3505165546784 34.11363005866148, -118.3505131027113 34.11362622163579, -118.3505097496249 34.11362232936556, -118.3505064623823 34.11361838194657, -118.3505032741354 34.11361440676153, -118.3505001516171 34.11361034894925, -118.3504971282098 34.11360629084949, -118.350494170531 34.11360215012247, -118.3504913118479 34.11359798162945, -118.3504885521607 34.11359378537037, -118.3504858583171 34.11358953396267, -118.3504832965062 34.11358525469311, -118.3504807675021 34.11358092037068, -118.3504783706458 34.11357658566495, -118.3504760396331 34.11357219581052, -118.3504738405379 34.11356775061579, -118.3504717075166 34.11356330522946, -118.3504696734911 34.11355883207712, -118.3504677053091 34.11355430377616, -118.3504658692749 34.1135497750919, -118.3504640990842 34.11354519125901, -118.3504624610413 34.11354060704289, -118.3504608889571 34.1135359951566, -118.3504594158686 34.11353135550439, -118.3504580748124 34.11352668799039, -118.3504567998302 34.11352202028483, -118.3504556238435 34.11351732481333, -118.3504545468523 34.11351260157587, -118.3504535689719 34.11350787805102, -118.3504527231238 34.1135031266644, -118.3504519433496 34.11349837508619, -118.350451262686 34.11349362322058, -118.3504506810179 34.11348884358904, -118.3504502314972 34.11348406357433, -118.3504498480504 34.11347928336795, -118.3504495635989 34.11347447539571, -118.35044941141 34.11346969451877, -118.3504493251797 34.11346488597168, -118.3504493712119 34.11346010451993, -118.3504494832027 34.11345529539802, -118.3504497274559 34.11345051337143, -118.3504500708196 34.11344573105748, -118.350450480257 34.11344094855185, -118.3504510218416 34.11343616566305, -118.3504516626519 34.11343140996537, -118.3504523695358 34.11342665407602, -118.3504532085669 34.11342189780347, -118.3504541468235 34.11341716872208, -118.3504551841906 34.11341243935318, -118.3504563207832 34.11340773717543, -118.3504575235645 34.11340306228454, -118.3504588584929 34.11339838701043, -118.3504602926468 34.11339373892741, -118.3504617929893 34.1133891181312, -118.3504634255941 34.11338452443032, -118.3504789064989 34.11334188733208, -118.3504805059498 34.11333726624829, -118.350482039327 34.11333264535605, -118.3504834734785 34.11332799727275, -118.3504847753675 34.11332332209417, -118.3504860111828 34.11331864710723, -118.3504871477724 34.11331394492918, -118.3504881851362 34.11330921556004, -118.3504890903529 34.11330448657416, -118.3504899294959 34.11329975777989, -118.3504906694132 34.11329500179455, -118.3504913101049 34.11329021861815, -118.3504918516863 34.11328543572916, -118.3504922612357 34.11328068070198, -118.3504926044811 34.11327587090937, -118.3504928156946 34.11327108897852, -118.3504929607193 34.11326627976079, -118.3504929737122 34.11326149840487, -118.3504929205163 34.11325668976208, -118.3504927352886 34.11325190898103, -118.3504924839874 34.11324712839154, -118.350492100424 34.11324232070686, -118.3504916178655 34.11323754078815, -118.3504910693488 34.11323278853951, -118.35049038857 34.11322800919568, -118.3504896087962 34.11322325761775, -118.3504887300274 34.11321853380579, -118.3504877521484 34.11321381028122, -118.3504867081962 34.11320908694831, -118.3504855322122 34.11320439147708, -118.3504842572334 34.11319972377188, -118.3504828831444 34.11319505635406, -118.3504814430973 34.11319041660635, -118.3504798710187 34.11318580472032, -118.35047819983 34.11318119312178, -118.3504764627984 34.11317663667178, -118.3504745936201 34.11317208060502, -118.3504726585989 34.11316757968687, -118.3504706244677 34.1131630790561, -118.3504702909904 34.11316233809453, -118.350457457474 34.11313508882292, -118.3504499257537 34.11311950268281, -118.3504420972818 34.11310405479698, -118.3504339387913 34.11308869030409, -118.3504254505128 34.11307346416121, -118.3504166324463 34.11305837636816, -118.3504075175136 34.11304339935064, -118.3503980727933 34.11302856068282, -118.3503883313221 34.11301386026887, -118.3503782931001 34.11299929810875, -118.3503679252061 34.11298490177661, -118.3503572605614 34.11297064369816, -118.3503463323182 34.11295655125598, -118.3503350742879 34.11294259716304, -118.3503235527743 34.11292883618476, -118.3503117015889 34.11291524103404, -118.3502996198419 34.11290181142358, -118.3502872084234 34.11288854764049, -118.3502745665583 34.11287547687597, -118.3502616281735 34.11286259932145, -118.3502483932692 34.11284991497677, -118.3502349279183 34.11283742365048, -118.3502211990845 34.11282512543806, -118.3502123460855 34.11281745701843, -118.3502599244053 34.11277923345888, -118.3502087999327 34.11268859153565, -118.350207285319 34.11268191856676, -118.3502060032275 34.11267554719123, -118.3502048201306 34.11266914804997, -118.350203769065 34.11266272104733, -118.3502028831821 34.11265629356596, -118.3502020962938 34.11264983831886, -118.3502014745883 34.1126433825931, -118.350200985029 34.11263692648442, -118.3502006276158 34.11263046999279, -118.350200369197 34.1126239857354, -118.3502003091125 34.11261752838222, -118.3502003480225 34.11261104326326, -118.3502005191935 34.11260458523987, -118.3502008223955 34.11259809935505, -118.350201290895 34.11259164047008, -118.3502018915404 34.11258518120214, -118.3502025914103 34.11257874912557, -118.3502285018142 34.11251003189675, -118.3502300821547 34.11250873581135, -118.3502327820515 34.11250655715845, -118.3502355482513 34.11250443327106, -118.3502383477177 34.11250236424487, -118.3502411803356 34.11250032260137, -118.3502440462199 34.1124983358191, -118.3502469452558 34.11249637641946, -118.3502499104795 34.11249444430675, -118.3502529090849 34.11249259453379, -118.3502559407266 34.11249074466503, -118.3502590387865 34.11248897704019, -118.3502621369613 34.11248723689372, -118.3502653014392 34.11248555151277, -118.3502684660321 34.11248389361018, -118.350271696928 34.11248229047303, -118.350274928054 34.1124807422928, -118.3502782253679 34.11247922139946, -118.3502815230271 34.11247778294157, -118.3502848538378 34.11247637186639, -118.3502882509515 34.11247501555654, -118.3502916481802 34.11247368672515, -118.3502950787907 34.11247244023337, -118.3502985095162 34.11247122122004, -118.3503020065447 34.11247005697206, -118.3503055038034 34.11246894768102, -118.3503090343288 34.11246789325116, -118.3503125649692 34.11246686629965, -118.3503161289913 34.11246592168784, -118.350319726165 34.1124650044586, -118.3503383192293 34.11245552531725, -118.3503431588609 34.11242786757436, -118.3503478372222 34.1124011445794, -118.3505153859548 34.11242143273384, -118.3505199806688 34.1124220514204, -118.3505256666219 34.11242291425117, -118.3505313198844 34.112423859613, -118.3505369733773 34.11242485993161, -118.3505425612584 34.1124259703556, -118.3505481493701 34.11242713573643, -118.3505537379428 34.11242841103092, -118.3505592606731 34.11242974147386, -118.3505647508282 34.11243118192641, -118.3505702412138 34.11243267733573, -118.3505756989089 34.11243425527618, -118.3505810908769 34.11243591584353, -118.3507666728133 34.11249437440138, -118.3507720978255 34.11249603486438, -118.350777522492 34.11249761289156, -118.3507830130011 34.11249913576968, -118.3507885030493 34.11250054873356, -118.3507940588246 34.1125018790699, -118.3507996143696 34.11250315444894, -118.35080520249 34.11250431981787, -118.3508108234164 34.11250543013355, -118.3508164439971 34.11250645801348, -118.3508220971532 34.11250737588325, -118.3508277831153 34.11250823869982, -118.3508334686162 34.1125089916021, -118.3508391869231 34.11250968945119, -118.3508449048842 34.11251030486446, -118.3508506223841 34.11251081036347, -118.35085637269 34.11251126080928, -118.3508621225346 34.1125116013408, -118.3508678721486 34.11251188691504, -118.3508736213014 34.112512062575, -118.3508794032601 34.11251218318171, -118.350885151721 34.11251219397008, -118.3508909328724 34.11251212222669, -118.3508966807566 34.11251199562204, -118.3509024612161 34.11251175900708, -118.350908208293 34.11251144005227, -118.3509139550238 34.11251103866165, -118.3509197014087 34.11251055483527, -118.350925414411 34.11250998866903, -118.3509311270672 34.11250934006696, -118.3509368393773 34.11250860902918, -118.3509425184201 34.11250782313002, -118.3509481639649 34.11250692741248, -118.3509538091637 34.11250594925921, -118.3509594540163 34.11250488867015, -118.3509650324497 34.11250374583716, -118.3509706105369 34.11250252056843, -118.3509761552415 34.11250121295986, -118.3509816995997 34.11249982291552, -118.3509871776543 34.11249837810582, -118.3509926552471 34.11249682338186, -118.3509980665361 34.11249521389252, -118.3510034444424 34.11249352206337, -118.3510088218869 34.11249172031999, -118.3510094487722 34.11249152614733, -118.3510372918567 34.11248199255211, -118.3510427022208 34.1124801632327, -118.3510491688283 34.11247811101416, -118.3510556688181 34.1124761411348, -118.3510622021902 34.11247425359462, -118.3510688020965 34.11247247577619, -118.3510754023486 34.11247078039293, -118.3510820360984 34.11246919482733, -118.3510887363825 34.11246771898345, -118.3510954370124 34.11246632557469, -118.3511022040612 34.11246501440912, -118.351108938535 34.11246381325316, -118.3511157395431 34.1124627218189, -118.3511225739336 34.11246171272378, -118.3511294087856 34.11246081354232, -118.3511362439836 34.11245999679595, -118.3511431126797 34.11245928986723, -118.3511499818372 34.11245869285217, -118.3511568844926 34.1124582056547, -118.3511637874943 34.11245780089239, -118.3511706908422 34.11245747856521, -118.3511775947671 34.11245729363014, -118.3511845319592 34.11245716355563, -118.3511914366921 34.11245717096935, -118.3511983748076 34.1124572607221, -118.3512052803484 34.11245746048458, -118.351212186351 34.11245777016057, -118.3512190926999 34.11245816227176, -118.3512259995106 34.11245866429654, -118.3512328737467 34.11245927633097, -118.3512397483292 34.11245997080054, -118.3512465902217 34.11246074780123, -118.3512534326916 34.11246166219411, -118.3512602424715 34.11246265911807, -118.3512670195614 34.11246373857324, -118.3512737972288 34.11246495542053, -118.3512805420908 34.11246622732049, -118.3512872543784 34.11246760923011, -118.3512939340916 34.11246910114944, -118.3513005812305 34.11247070307839, -118.351307195564 34.1124723600601, -118.3513137774387 34.11247415453, -118.3513203266236 34.11247603153107, -118.3513268431188 34.11247799106333, -118.3513332938877 34.11248003322289, -118.3513397120824 34.11248218539215, -118.3513460977029 34.11248444757111, -118.3513524175972 34.11248679237737, -118.3513586717654 34.11248921981093, -118.3513648932439 34.11249172977571, -118.3513710821483 34.11249434975024, -118.3513771722902 34.11249705244813, -118.3513832297424 34.11249983767733, -118.3513892214686 34.11250270553383, -118.3513951474687 34.11250565601764, -118.3514010408947 34.1125087165113, -118.3514068354428 34.11251183224985, -118.3514125643803 34.11251505809423, -118.3514182275918 34.11251836656606, -118.3514238249619 34.11252173018671, -118.3514293567214 34.11252520391334, -118.3514348226395 34.11252873278879, -118.3514401897951 34.11253234438779, -118.3514454913402 34.11253606609266, -118.3514507269284 34.11253981546797, -118.3514558638696 34.11254367504535, -118.3514609349694 34.11254758977162, -118.3514659073067 34.11255158722145, -118.3514708139181 34.1125556672988, -118.3514756216515 34.11255980262113, -118.351480330507 34.11256399318857, -118.351484973752 34.11256829386203, -118.3514895180036 34.11257262230207, -118.3514939634928 34.11257703346571, -118.351498310104 34.11258149987446, -118.3515025908736 34.11258602143228, -118.3515067398443 34.11259062580977, -118.3515108229736 34.11259528533637, -118.3515148072248 34.11260000010807, -118.3515186595616 34.11260477022108, -118.3515224460568 34.11260959548313, -118.3515261006375 34.11261447608647, -118.3515296892612 34.11261938436041, -118.3515331460858 34.11262437545412, -118.3514756436146 34.1126514719709, -118.3514728630035 34.11433192114448, -118.3509576833638 34.11443627164568))))",1945-01-01,Built Date,5S1,"""Modern, Mid-Century""",,,,,,Los Angeles Historic-Cultural Monument
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,153B181   264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,House ID,,801416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 563,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5S1,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,2014-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948-01-01,1965-12-31,,,,,,,,,,,,,,,,,,
0b7f7a6c-b49d-40c6-b268-df68a4ee480d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The property meets the criteria for HCM designation because it is identified with 'historic personages,+Ã³GÃ©Â¼-Â¥ for its association with A&P grocery chain heir Huntington Hartford II. It is the only remnant of an artist colony consisting of several cottages and studios built for the Huntington Hartford Foundation (1948-1965).",,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,Primary,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-08-05,"The property meets the criteria for HCM designation because it embodies the 'distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction,' as an excellent example of Mayan influenced architecture. It is also represents a style Wright created specifically for the unique climate of Southern California. It is also associated with the 'notable work of a master builder, designer, or architect,' as a work by master architect Frank Lloyd Wright. Residence 'A' and the Hollyhock House were the first buildings to be designed on the Olive Hall site. The property meets Criterion C for National Register designation for similar reasons.",Primary,,,,,,Processing ID,,HCM-33,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,Barnsdall Park Arts Center (Residence A),Primary,2021-01-01,1927-12-31,4800 W HOLLYWOOD BLVD,,"The property meets the criteria for HCM designation because it is identified with G+Ã§-Ãºan historic personage,' oil heiress Aline Barnsdall. Barnsdall purchased Olive Hill, a 36-acre tract on which the Barnsdall Arts Center (Residence 'A') was built and commissioned the design by Wright. The Period of Significance end date is listed as 1927, the year that she deeded the property to Los Angeles. The property meets Criterion B for National Register designation for similar reasons.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2951921921236 34.1012797085349, -118.2953137772635 34.10134318969813, -118.2953150158712 34.10166584252956, -118.2947077180858 34.10166732522105, -118.2932690977579 34.10167082537142, -118.2932690013841 34.10164334682476, -118.293267832568 34.10131008701332, -118.2930607121216 34.10119487638245, -118.2929805175452 34.10104630074004, -118.2929781566762 34.10104185490203, -118.2929756952674 34.10103699712603, -118.2929733657943 34.10103208407256, -118.2929711023854 34.10102717085886, -118.2929689709123 34.10102220236766, -118.292966905407 34.10101720623769, -118.2929649719337 34.1010121823088, -118.2929631704923 34.10100713058098, -118.2929614350188 34.10100205121447, -118.2929598315772 34.10099694404902, -118.2929582941997 34.10099183672334, -118.2929569217898 34.10098667404011, -118.2929556154439 34.10098151119673, -118.2929544411298 34.10097632055446, -118.2929533659119 34.10097112967193, -118.2929523896936 34.10096591107055, -118.2929515456034 34.10096069214887, -118.2929508005129 34.10095544550839, -118.2929501545184 34.10095019862763, -118.2929496406517 34.10094495142656, -118.2929491927528 34.10093967658675, -118.2929489100138 34.10093440134655, -118.2929486934349 34.10092915342472, -118.2929486088876 34.10092387770401, -118.2929486564681 34.10091860166296, -118.2929487701125 34.1009133254618, -118.2929490489166 34.10090804886017, -118.2929493937846 34.10090277209839, -118.2929498708766 34.10089752249484, -118.2929504470643 34.10089227265098, -118.2929511223477 34.10088702256692, -118.2929519298551 34.10088179964102, -118.2929528364582 34.10087657647492, -118.2929538421569 34.10087135306852, -118.2929549800795 34.10086615682035, -118.292956217194 34.10086098781045, -118.2929575535005 34.10085584603883, -118.2929590219343 34.10085070394689, -118.2929605565283 34.10084558917325, -118.2929622233459 34.10084050155783, -118.2929640223872 34.10083544110053, -118.2929658875885 34.10083040796162, -118.2929678849171 34.10082537450234, -118.2929699815339 34.10082039575979, -118.2929721443104 34.10081544433563, -118.2929744724388 34.10081054746808, -118.2929768666307 34.10080565044028, -118.2929793601106 34.10080080812926, -118.2930010847289 34.10076008685869, -118.2930002720047 34.10050929001003, -118.2929985266025 34.09997345805157, -118.2929976194408 34.09969570475681, -118.2929963596124 34.09930787233433, -118.292995992017 34.09919353403003, -118.2929959437801 34.09917976727921, -118.2929955433542 34.09905605879175, -118.2929954949249 34.09904223708388, -118.293312675069 34.09905501459105, -118.2935901459014 34.09906621155141, -118.2935901034519 34.09905412099207, -118.2939204146054 34.09905304317249, -118.2939207679139 34.09916295742787, -118.2944005453371 34.0991613497544, -118.2945521914356 34.09916087026221, -118.2945588084305 34.09916390427609, -118.2945689000965 34.0991687434183, -118.294578893057 34.09917369271544, -118.2945887875057 34.09917880712457, -118.2945985833459 34.09918405916724, -118.2946082475464 34.09918944892397, -118.2946320448542 34.09920296541618, -118.2946569021987 34.09919859063341, -118.2946985885394 34.09918936601532, -118.2947311939613 34.09922778425824, -118.2947321228081 34.09922890862253, -118.2947394531332 34.09923751907881, -118.2949062612848 34.09928399087036, -118.2949053444518 34.09928627384677, -118.2949045267126 34.09928855658124, -118.2949037090703 34.09929086679432, -118.2949029905219 34.09929317676556, -118.2949022720704 34.09929551421529, -118.2949016196813 34.09929785150379, -118.294901033355 34.09930018863106, -118.2949004801568 34.09930255315626, -118.2948999599898 34.09930491760082, -118.2948995389168 34.09930728180356, -118.2948991178437 34.09930964600623, -118.2948987629301 34.09931203752632, -118.2948984740792 34.09931442888512, -118.2948982181626 34.09931679268475, -118.2948980284056 34.09931918380166, -118.2948978717768 34.09932160231656, -118.2948977480824 34.09932399327227, -118.2948977234819 34.09932638398617, -118.2948976988814 34.09932877470004, -118.2948977404405 34.09933119273122, -118.2948978479653 34.09933358312264, -118.2948980215528 34.09933597335278, -118.2948981951402 34.09933836358297, -118.2948984678217 34.0993407535713, -118.2948987405032 34.09934314355963, -118.2948991121818 34.09934550582756, -118.2948995169885 34.09934789549345, -118.2948999547298 34.09935025760014, -118.2949004585338 34.0993526195456, -118.294900995369 34.09935498141044, -118.2949015981702 34.09935731563556, -118.2949022670339 34.09935964969937, -118.2949029358977 34.09936198376318, -118.2949037037587 34.09936429010663, -118.2949044716197 34.09936659645007, -118.2949053385747 34.09936890255164, -118.2949062054329 34.09937118117464, -118.2949071713851 34.09937345955582, -118.2949081372405 34.09937571045838, -118.2949091690617 34.09937793372124, -118.2949102669456 34.09938015682282, -118.2949113648296 34.09938237992439, -118.2949125617108 34.09938457530549, -118.2949137584951 34.09938674320812, -118.2949150212453 34.09938888347094, -118.2949163500582 34.09939102357249, -118.2949176787742 34.09939313619546, -118.294919073553 34.09939524865721, -118.2949205342977 34.09939733347915, -118.2949220279769 34.09939939074189, -118.2949235545905 34.09940142044544, -118.2949251141387 34.09940342258981, -118.2949267067183 34.09940542465353, -118.2949283651669 34.09940737159891, -118.2949300566469 34.09940931846361, -118.2949318140928 34.09941123768855, -118.2949335714417 34.09941312943488, -118.2949353947566 34.09941499354141, -118.294937251006 34.09941683008874, -118.2949391401899 34.09941863907689, -118.2949410623084 34.09942042050579, -118.294942622245 34.09942253256411, -118.2949447749046 34.09942412107876, -118.2949469275644 34.0994257095934, -118.2949490802241 34.09942729810797, -118.294951232981 34.0994289141011, -118.2949529550702 34.09943017392128, -118.2951928974992 34.09960811760861, -118.2953616787695 34.0997546891511, -118.295386230717 34.09977603510349, -118.2953910021039 34.09978022769265, -118.295397397762 34.09978603755876, -118.2954036946177 34.09979193010246, -118.2954098267049 34.09979793296378, -118.2954140035272 34.09980212700557, -118.2954158598928 34.0998039910241, -118.2954217613437 34.09981015932134, -118.2954275309608 34.09981641037704, -118.2954331686469 34.09982271671254, -118.2954386415645 34.09982913336577, -118.2954440155825 34.09983560521815, -118.2954492578637 34.09984218730752, -118.2954543351823 34.09984882475761, -118.2954592805697 34.09985551748765, -118.2954640942202 34.09986232045474, -118.2954687758424 34.09986915122327, -118.2954732926961 34.09987609230965, -118.29547764449 34.09988306127824, -118.2954818974813 34.09989011292469, -118.2954859524782 34.09989722001271, -118.2954899085754 34.09990438230004, -118.2954936666782 34.099911600029, -118.2954972928496 34.09991887303801, -118.2955007870896 34.09992620132714, -118.295504083238 34.09993355757939, -118.2955072475521 34.09994099659032, -118.2955102797405 34.09994843592433, -118.2955131140313 34.09995595817858, -118.2955158162935 34.09996350823445, -118.2955183534955 34.09997108617273, -118.2955207257342 34.099978719472, -118.2955229329126 34.09998638065362, -118.2955249749334 34.09999404223924, -118.2955268850226 34.10000175910503, -118.2955285970197 34.10000950393404, -118.2955301769878 34.10001727656471, -118.2955315917983 34.10002504959933, -118.2955328416452 34.10003287799503, -118.2955338932057 34.10004067939686, -118.2955348128342 34.10004853607892, -118.2955355672078 34.10005636568641, -118.2955361565205 34.10006422317635, -118.2955365477409 34.1000721086296, -118.2955368067377 34.10007996692748, -118.2955369006735 34.10008785310782, -118.2955370754206 34.10034291072587, -118.2955370078886 34.10035184149492, -118.2955367101057 34.10036104761493, -118.2955362471641 34.10037025413894, -118.295535586032 34.10037946114763, -118.2955347267093 34.1003886686411, -118.2955336690989 34.10039784914073, -118.2955324462324 34.10040700256572, -118.2955309921434 34.10041615655629, -118.2955293727982 34.10042528347225, -118.295527555165 34.10043438339434, -118.2955255391467 34.10044342884403, -118.295523357969 34.10045247469765, -118.2955209785032 34.10046149355739, -118.2955184006521 34.10047045794477, -118.2955156245126 34.10047939533821, -118.2955126830194 34.10048827817839, -118.2955111129345 34.10049265114445, -118.2955095431407 34.10049710654618, -118.2955062049735 34.10050590792, -118.2955047972307 34.10050948360431, -118.2955027014525 34.10051465474053, -118.2954990326748 34.10052337448634, -118.2954951654141 34.10053201228111, -118.2954910997676 34.10054059560332, -118.29548686867 34.10054909689361, -118.2954824723155 34.10055757110912, -118.2954778774779 34.10056596337354, -118.2954731172861 34.10057430108449, -118.295468191643 34.10058255676353, -118.2954630675168 34.10059073049131, -118.2954578110681 34.10059884958488, -118.2954523561362 34.10060688672717, -118.2954467357527 34.10061484183748, -118.2954409498208 34.10062268743719, -118.2953885438332 34.10069266662278, -118.295303220807 34.10078591832745, -118.2952471408788 34.10085387300042, -118.2952389503724 34.10086364798045, -118.2952289164793 34.10087524106351, -118.2952186177458 34.10088666991999, -118.2952081203328 34.10089796186714, -118.2951973580794 34.10090908958765, -118.2951863640175 34.10092005300088, -118.2951751382439 34.10093087958521, -118.295163680565 34.10094151438347, -118.2951541315593 34.10095011108859, -118.2954461503513 34.1011783781214, -118.295369392318 34.10120901226598, -118.2951921921236 34.1012797085349))))",2021-01-01,Built Date,1S,Mayan ,,,,,,National Register of Historic Places
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,147B197   255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,House ID,,761381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,71000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 33,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnsdall, Aline, Complex (Hollyhock House)",National Historic Landmark,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnsdall Park,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
0bff6554-1241-4c99-a055-0b78b203bd25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S,,,,,,,
